negative  	{'BIGRAM_hate_https': 0.5, 'TRIGRAM_hate_https_//t.co/8jq411twqn': 0.5, 'UNI_//t.co/8jq411twqn': 0.5, 'TRIGRAM_nvm_hate_https': 0.5, 'BIGRAM_nvm_hate': 0.5, 'UNI_hate': 0.5, 'UNI_https': 0.5, 'UNI_nvm': 0.5, 'BIGRAM_https_//t.co/8jq411twqn': 0.5}
negative  	{'UNI_rt': 0.5, 'TRIGRAM_people_hate_rihanna': 0.5, 'BIGRAM_people_hate': 0.5, "BIGRAM_n't_hugged": 0.5, 'UNI_drugproblem': 0.5, 'BIGRAM_rt_drugproblem': 0.5, 'BIGRAM_drugproblem_people': 0.5, 'UNI_children': 0.5, 'TRIGRAM_drugproblem_people_hate': 0.5, 'UNI_hugged': 0.5, "TRIGRAM_n't_hugged_children": 0.5, 'BIGRAM_hugged_children': 0.5, 'UNI_people': 0.5, 'UNI_rihanna': 0.5, "UNI_n't": 0.5, 'BIGRAM_hate_rihanna': 0.5, 'UNI_hate': 0.5, "TRIGRAM_hate_rihanna_n't": 0.5, 'TRIGRAM_rt_drugproblem_people': 0.5, "TRIGRAM_rihanna_n't_hugged": 0.5, "BIGRAM_rihanna_n't": 0.5}
negative  	{'UNI_gazjohnsonim': 0.5, 'BIGRAM_rt_gazjohnsonim': 0.5, 'BIGRAM_amp_fire': 0.5, 'BIGRAM_carry_s…': 0.5, 'UNI_fire': 0.5, 'TRIGRAM_fire_upsetting_thought': 0.5, 'BIGRAM_pedantic_amp': 0.5, 'UNI_upsetting': 0.5, 'UNI_prisonplanet': 0.5, 'UNI_sound': 0.5, 'TRIGRAM_gazjohnsonim_prisonplanet_hate': 0.5, 'UNI_amp': 0.5, 'TRIGRAM_sound_pedantic_amp': 0.5, 'BIGRAM_hate_sound': 0.5, 'TRIGRAM_hate_sound_pedantic': 0.5, 'UNI_s…': 0.5, 'TRIGRAM_pedantic_amp_fire': 0.5, 'UNI_pedantic': 0.5, 'TRIGRAM_amp_fire_upsetting': 0.5, 'BIGRAM_gazjohnsonim_prisonplanet': 0.5, 'UNI_rt': 0.5, 'TRIGRAM_rt_gazjohnsonim_prisonplanet': 0.5, 'BIGRAM_thought_supposed': 0.5, 'BIGRAM_supposed_carry': 0.5, 'TRIGRAM_upsetting_thought_supposed': 0.5, 'BIGRAM_prisonplanet_hate': 0.5, 'UNI_supposed': 0.5, 'TRIGRAM_thought_supposed_carry': 0.5, 'BIGRAM_sound_pedantic': 0.5, 'UNI_carry': 0.5, 'TRIGRAM_supposed_carry_s…': 0.5, 'BIGRAM_fire_upsetting': 0.5, 'UNI_hate': 0.5, 'UNI_thought': 0.5, 'TRIGRAM_prisonplanet_hate_sound': 0.5, 'BIGRAM_upsetting_thought': 0.5}
negative  	{'UNI_bakugoaway': 0.5, 'TRIGRAM_bakugoaway_hate_momma': 0.5, 'BIGRAM_spiritofleast_bakugoaway': 0.5, 'UNI_momma': 0.5, 'UNI_hate': 0.5, 'BIGRAM_bakugoaway_hate': 0.5, 'BIGRAM_hate_momma': 0.5, 'TRIGRAM_spiritofleast_bakugoaway_hate': 0.5, 'UNI_spiritofleast': 0.5}
negative  	{'UNI_n': 0.5, 'BIGRAM_foxnews_reppeteking': 0.5, 'BIGRAM_call_n': 0.5, 'UNI_reppeteking': 0.5, "TRIGRAM_reppeteking_'s_hate": 0.5, 'TRIGRAM_tom1989603_foxnews_reppeteking': 0.5, "UNI_'s": 0.5, 'BIGRAM_hate_crime': 0.5, 'UNI_tom1989603': 0.5, "TRIGRAM_foxnews_reppeteking_'s": 0.5, 'TRIGRAM_call_n_word': 0.5, 'UNI_word': 0.5, 'BIGRAM_crime_call': 0.5, 'UNI_crime': 0.5, 'BIGRAM_n_word': 0.5, "BIGRAM_reppeteking_'s": 0.5, 'UNI_call': 0.5, 'UNI_hate': 0.5, 'BIGRAM_tom1989603_foxnews': 0.5, 'UNI_foxnews': 0.5, 'TRIGRAM_crime_call_n': 0.5, "BIGRAM_'s_hate": 0.5, 'TRIGRAM_hate_crime_call': 0.5, "TRIGRAM_'s_hate_crime": 0.5}
negative  	{'UNI_anger': 0.5, 'BIGRAM_proven_party': 0.5, 'TRIGRAM_proven_party_hate': 0.5, 'BIGRAM_intolerance_anger': 0.5, 'UNI_democrat': 0.5, 'UNI_racism': 0.5, 'TRIGRAM_party_hate_racism': 0.5, 'UNI_bigotry': 0.5, 'UNI_amp': 0.5, 'TRIGRAM_racism_bigotry_intolerance': 0.5, 'BIGRAM_amp_violence': 0.5, 'BIGRAM_hate_racism': 0.5, 'BIGRAM_party_hate': 0.5, 'BIGRAM_racism_bigotry': 0.5, 'TRIGRAM_anger_amp_violence': 0.5, 'TRIGRAM_democrat_party_proven': 0.5, 'UNI_amymek': 0.5, 'TRIGRAM_party_proven_party': 0.5, 'UNI_party': 0.5, 'UNI_rt': 0.5, 'BIGRAM_anger_amp': 0.5, 'BIGRAM_rt_amymek': 0.5, 'BIGRAM_democrat_party': 0.5, 'TRIGRAM_intolerance_anger_amp': 0.5, 'UNI_proven': 0.5, 'TRIGRAM_amymek_democrat_party': 0.5, 'BIGRAM_party_proven': 0.5, 'BIGRAM_bigotry_intolerance': 0.5, 'TRIGRAM_hate_racism_bigotry': 0.5, 'TRIGRAM_bigotry_intolerance_anger': 0.5, 'TRIGRAM_rt_amymek_democrat': 0.5, 'BIGRAM_amymek_democrat': 0.5, 'UNI_intolerance': 0.5, 'UNI_hate': 0.5, 'UNI_violence': 0.5}
negative  	{}
negative  	{'UNI_huntrepublicancon…': 0.5}
negative  	{'BIGRAM_media_moment…': 0.5, 'UNI_potus/his': 0.5, 'UNI_moment…': 0.5, 'UNI_directed': 0.5, 'TRIGRAM_admin/gop_tv/radio/social_media': 0.5, 'BIGRAM_check_hate': 0.5, 'TRIGRAM_kellyannepolls_useful_exercise': 0.5, 'UNI_derision': 0.5, 'BIGRAM_kellyannepolls_useful': 0.5, 'TRIGRAM_useful_exercise_check': 0.5, 'UNI_useful': 0.5, 'UNI_amp': 0.5, 'BIGRAM_exercise_check': 0.5, 'UNI_admin/gop': 0.5, 'UNI_media': 0.5, 'BIGRAM_directed_potus/his': 0.5, 'TRIGRAM_exercise_check_hate': 0.5, 'TRIGRAM_rt_kellyannepolls_useful': 0.5, 'UNI_kellyannepolls': 0.5, 'UNI_tv/radio/social': 0.5, 'BIGRAM_rt_kellyannepolls': 0.5, 'UNI_rt': 0.5, 'BIGRAM_derision_directed': 0.5, 'TRIGRAM_potus/his_admin/gop_tv/radio/social': 0.5, 'TRIGRAM_derision_directed_potus/his': 0.5, 'BIGRAM_potus/his_admin/gop': 0.5, 'UNI_check': 0.5, 'TRIGRAM_hate_amp_derision': 0.5, 'UNI_exercise': 0.5, 'BIGRAM_amp_derision': 0.5, 'BIGRAM_useful_exercise': 0.5, 'BIGRAM_admin/gop_tv/radio/social': 0.5, 'BIGRAM_hate_amp': 0.5, 'UNI_hate': 0.5, 'TRIGRAM_directed_potus/his_admin/gop': 0.5, 'TRIGRAM_check_hate_amp': 0.5, 'TRIGRAM_tv/radio/social_media_moment…': 0.5, 'BIGRAM_tv/radio/social_media': 0.5, 'TRIGRAM_amp_derision_directed': 0.5}
negative  	{'BIGRAM_hate_waiting': 0.5, 'UNI_hate': 0.5, 'UNI_waiting': 0.5}
negative  	{'UNI_speaks': 0.5, 'TRIGRAM_world_bravo_https': 0.5, 'UNI_rt': 0.5, 'BIGRAM_bravo_https': 0.5, 'UNI_//t.co/j0el0yrk6b': 0.5, 'UNI_patti': 0.5, 'BIGRAM_https_//t.co/j0el0yrk6b': 0.5, 'BIGRAM_majority_world': 0.5, 'BIGRAM_world_bravo': 0.5, 'UNI_world': 0.5, 'TRIGRAM_majority_world_bravo': 0.5, 'BIGRAM_1sroberts_patti': 0.5, 'UNI_https': 0.5, 'TRIGRAM_rt_1sroberts_patti': 0.5, 'BIGRAM_rt_1sroberts': 0.5, 'BIGRAM_lupone_speaks': 0.5, 'UNI_1sroberts': 0.5, 'TRIGRAM_lupone_speaks_majority': 0.5, 'TRIGRAM_speaks_majority_world': 0.5, 'BIGRAM_speaks_majority': 0.5, 'TRIGRAM_bravo_https_//t.co/j0el0yrk6b': 0.5, 'UNI_bravo': 0.5, 'UNI_majority': 0.5, 'TRIGRAM_1sroberts_patti_lupone': 0.5, 'BIGRAM_patti_lupone': 0.5, 'UNI_lupone': 0.5, 'TRIGRAM_patti_lupone_speaks': 0.5}
negative  	{'UNI_depending': 0.5, 'UNI_hate': 0.5, 'UNI_people': 0.5, 'TRIGRAM_hate_depending_people': 0.5, 'BIGRAM_depending_people': 0.5, 'BIGRAM_hate_depending': 0.5}
negative  	{'UNI_haters': 0.5, 'UNI_rt': 0.5, 'BIGRAM_https_//t.co/x2lkmnsbqc': 0.5, 'BIGRAM_na_hate': 0.5, 'UNI_nbamemes': 0.5, 'TRIGRAM_haters_gon_na': 0.5, 'BIGRAM_haters_gon': 0.5, 'UNI_//t.co/x2lkmnsbqc': 0.5, 'BIGRAM_hate_cavsnation': 0.5, 'UNI_https': 0.5, 'UNI_lebron': 0.5, 'UNI_cavsnation': 0.5, 'TRIGRAM_gon_na_hate': 0.5, 'TRIGRAM_lebron_https_//t.co/x2lkmnsbqc': 0.5, 'TRIGRAM_hate_cavsnation_lebron': 0.5, 'BIGRAM_rt_nbamemes': 0.5, 'BIGRAM_gon_na': 0.5, 'UNI_gon': 0.5, 'TRIGRAM_cavsnation_lebron_https': 0.5, 'BIGRAM_nbamemes_haters': 0.5, 'TRIGRAM_nbamemes_haters_gon': 0.5, 'BIGRAM_lebron_https': 0.5, 'BIGRAM_cavsnation_lebron': 0.5, 'UNI_hate': 0.5, 'TRIGRAM_na_hate_cavsnation': 0.5, 'UNI_na': 0.5, 'TRIGRAM_rt_nbamemes_haters': 0.5}
negative  	{'UNI_promoting': 0.5, 'BIGRAM_news_disgusting': 0.5, 'UNI_realdonaldtrump': 0.5, 'UNI_fake': 0.5, 'BIGRAM_violence_promoting': 0.5, 'TRIGRAM_disgusting_hate_violence': 0.5, 'UNI_news': 0.5, 'TRIGRAM_promoting_news_stand': 0.5, 'TRIGRAM_hate_violence_promoting': 0.5, 'BIGRAM_fake_news': 0.5, 'TRIGRAM_news_stand_strong': 0.5, 'BIGRAM_hate_violence': 0.5, 'TRIGRAM_fake_news_disgusting': 0.5, 'TRIGRAM_news_disgusting_hate': 0.5, 'BIGRAM_news_stand': 0.5, 'TRIGRAM_violence_promoting_news': 0.5, 'UNI_disgusting': 0.5, 'TRIGRAM_realdonaldtrump_fake_news': 0.5, 'UNI_strong': 0.5, 'BIGRAM_stand_strong': 0.5, 'UNI_hate': 0.5, 'UNI_stand': 0.5, 'BIGRAM_disgusting_hate': 0.5, 'BIGRAM_realdonaldtrump_fake': 0.5, 'BIGRAM_promoting_news': 0.5, 'UNI_violence': 0.5}
negative  	{'BIGRAM_love_0': 0.5, 'UNI_hate/then': 0.5, 'TRIGRAM_rt_tn_ballplayers_25': 0.5, 'TRIGRAM_hate_25_love/then': 0.5, 'UNI_always': 0.5, 'BIGRAM_25_always': 0.5, 'BIGRAM_25_hate/then': 0.5, 'TRIGRAM_tn_ballplayers_25_always': 0.5, 'BIGRAM_tn_ballplayers_25': 0.5, 'BIGRAM_hate_25': 0.5, 'BIGRAM_love/then_hate': 0.5, 'BIGRAM_rt_tn_ballplayers': 0.5, 'UNI_f…': 0.5, 'TRIGRAM_0_care_f…': 0.5, 'TRIGRAM_25_love/then_hate': 0.5, 'TRIGRAM_hate/then_love_0': 0.5, 'UNI_0': 0.5, 'UNI_25': 0.5, 'UNI_care': 0.5, 'UNI_tn_ballplayers': 0.5, 'TRIGRAM_love/then_hate_25': 0.5, 'UNI_hate': 0.5, 'BIGRAM_0_care': 0.5, 'UNI_love': 0.5, 'BIGRAM_always_love': 0.5, 'BIGRAM_always_hate': 0.5, 'TRIGRAM_25_always_love': 0.5, 'BIGRAM_love_25': 0.5, 'BIGRAM_25_love/then': 0.5, 'UNI_rt': 0.5, 'TRIGRAM_love_0_care': 0.5, 'BIGRAM_care_f…': 0.5, 'BIGRAM_hate/then_love': 0.5, 'TRIGRAM_love_25_always': 0.5, 'TRIGRAM_25_hate/then_love': 0.5, 'TRIGRAM_25_always_hate': 0.5, 'TRIGRAM_always_love_25': 0.5, 'UNI_love/then': 0.5, 'TRIGRAM_always_hate_25': 0.5, 'TRIGRAM_hate_25_hate/then': 0.5}
negative  	{'BIGRAM_silent_hate': 0.5, 'TRIGRAM_still_receiving_fr': 0.5, 'UNI_receiving': 0.5, 'BIGRAM_b_ashamed': 0.5, 'BIGRAM_receiving_fr': 0.5, 'TRIGRAM_hate_obama_received': 0.5, 'UNI_received': 0.5, 'TRIGRAM_inciting_hate_uwere': 0.5, 'UNI_fr': 0.5, 'BIGRAM_inciting_hate': 0.5, 'TRIGRAM_silent_hate_obama': 0.5, 'UNI_amp': 0.5, 'UNI_ushould': 0.5, 'UNI_silent': 0.5, 'TRIGRAM_amp_still_receiving': 0.5, 'UNI_republicans': 0.5, 'TRIGRAM_ashamed_inciting_hate': 0.5, 'BIGRAM_kellyannepolls_ushould': 0.5, 'UNI_kellyannepolls': 0.5, 'TRIGRAM_hate_uwere_silent': 0.5, 'TRIGRAM_kellyannepolls_ushould_b': 0.5, 'BIGRAM_fr_republicans': 0.5, 'BIGRAM_hate_obama': 0.5, 'BIGRAM_amp_still': 0.5, 'BIGRAM_hate_uwere': 0.5, 'UNI_b': 0.5, 'BIGRAM_received_amp': 0.5, 'TRIGRAM_receiving_fr_republicans': 0.5, 'BIGRAM_ushould_b': 0.5, 'TRIGRAM_b_ashamed_inciting': 0.5, 'TRIGRAM_received_amp_still': 0.5, 'UNI_uwere': 0.5, 'UNI_inciting': 0.5, 'UNI_still': 0.5, 'UNI_ashamed': 0.5, 'TRIGRAM_ushould_b_ashamed': 0.5, 'UNI_hate': 0.5, 'UNI_obama': 0.5, 'TRIGRAM_obama_received_amp': 0.5, 'BIGRAM_still_receiving': 0.5, 'BIGRAM_obama_received': 0.5, 'BIGRAM_ashamed_inciting': 0.5, 'BIGRAM_uwere_silent': 0.5, 'TRIGRAM_uwere_silent_hate': 0.5}
negative  	{'UNI_disappointed': 0.5, 'UNI_everything': 0.5, 'UNI_rt': 0.5, 'BIGRAM_turned_everything': 0.5, 'BIGRAM_would_never': 0.5, "TRIGRAM_'m_disappointed_turned": 0.5, 'BIGRAM_said_would': 0.5, "BIGRAM_hate_'m": 0.5, "UNI_'m": 0.5, 'UNI_never': 0.5, "TRIGRAM_rt_yjndml_n't": 0.5, 'BIGRAM_disappointed_turned': 0.5, 'TRIGRAM_everything_said_would': 0.5, 'UNI_would': 0.5, 'TRIGRAM_said_would_never': 0.5, 'BIGRAM_rt_yjndml': 0.5, "BIGRAM_yjndml_n't": 0.5, "TRIGRAM_hate_'m_disappointed": 0.5, 'UNI_turned': 0.5, "UNI_n't": 0.5, "BIGRAM_'m_disappointed": 0.5, "BIGRAM_n't_hate": 0.5, "TRIGRAM_yjndml_n't_hate": 0.5, 'UNI_said': 0.5, 'UNI_hate': 0.5, 'BIGRAM_everything_said': 0.5, 'UNI_yjndml': 0.5, 'TRIGRAM_turned_everything_said': 0.5, 'TRIGRAM_disappointed_turned_everything': 0.5, "TRIGRAM_n't_hate_'m": 0.5}
negative  	{'BIGRAM_login_long': 0.5, 'BIGRAM_makes_alp': 0.5, "BIGRAM_hate_'app-specific": 0.5, 'UNI_passwords': 0.5, "BIGRAM_'app-specific_passwords": 0.5, 'BIGRAM_authentication_makes': 0.5, 'UNI_alp': 0.5, "BIGRAM_passwords_'2-factor": 0.5, 'TRIGRAM_makes_alp_login': 0.5, 'UNI_login': 0.5, 'TRIGRAM_alp_login_long': 0.5, "UNI_'2-factor": 0.5, "TRIGRAM_hate_'app-specific_passwords": 0.5, "TRIGRAM_'2-factor_authentication_makes": 0.5, "TRIGRAM_passwords_'2-factor_authentication": 0.5, 'UNI_authentication': 0.5, "TRIGRAM_fucking_hate_'app-specific": 0.5, 'TRIGRAM_authentication_makes_alp': 0.5, 'BIGRAM_alp_login': 0.5, "UNI_'app-specific": 0.5, 'UNI_long': 0.5, "TRIGRAM_'app-specific_passwords_'2-factor": 0.5, 'UNI_hate': 0.5, 'UNI_fucking': 0.5, 'BIGRAM_fucking_hate': 0.5, "BIGRAM_'2-factor_authentication": 0.5, 'UNI_makes': 0.5}
negative  	{'UNI_//t.co/3icbbjjusc': 0.5, 'TRIGRAM_lgbt_homophobia_transphobia': 0.5, 'BIGRAM_homophobia_transphobia': 0.5, 'BIGRAM_intolerance_trumpian': 0.5, 'UNI_investigate': 0.5, 'BIGRAM_hate_bigotry': 0.5, 'UNI_bigotry': 0.5, 'UNI_lgbtq': 0.5, 'BIGRAM_lgbt_homophobia': 0.5, 'TRIGRAM_https_//t.co/3icbbjjusc_lgbtq': 0.5, 'UNI_intolerance': 0.5, 'UNI_transphobia': 0.5, 'BIGRAM_investigate_gays': 0.5, 'UNI_trumpian': 0.5, 'TRIGRAM_homophobia_transphobia_hate': 0.5, 'TRIGRAM_bigotry_intolerance_trumpian': 0.5, 'TRIGRAM_gays_https_//t.co/3icbbjjusc': 0.5, 'BIGRAM_https_//t.co/3icbbjjusc': 0.5, 'TRIGRAM_hate_bigotry_intolerance': 0.5, 'UNI_gays': 0.5, 'UNI_hate': 0.5, 'BIGRAM_lgbtq_lgbt': 0.5, 'TRIGRAM_transphobia_hate_bigotry': 0.5, 'BIGRAM_//t.co/3icbbjjusc_lgbtq': 0.5, 'TRIGRAM_lgbtq_lgbt_homophobia': 0.5, 'BIGRAM_bigotry_intolerance': 0.5, 'UNI_https': 0.5, 'UNI_lgbt': 0.5, 'TRIGRAM_//t.co/3icbbjjusc_lgbtq_lgbt': 0.5, 'BIGRAM_transphobia_hate': 0.5, 'UNI_homophobia': 0.5, 'TRIGRAM_investigate_gays_https': 0.5, 'BIGRAM_gays_https': 0.5}
negative  	{'BIGRAM_still_wondering': 0.5, "BIGRAM_wondering_n't": 0.5, 'UNI_summer': 0.5, 'TRIGRAM_hated_republicans_https': 0.5, "TRIGRAM_n't_hate_baseball": 0.5, 'BIGRAM_june_hated': 0.5, 'BIGRAM_republicans_https': 0.5, 'UNI_baseball': 0.5, 'BIGRAM_mornings_june': 0.5, 'UNI_june': 0.5, 'UNI_beautiful': 0.5, 'UNI_hated': 0.5, 'UNI_mornings': 0.5, 'TRIGRAM_beautiful_summer_mornings': 0.5, 'TRIGRAM_rt_kellyannepolls_still': 0.5, 'UNI_kellyannepolls': 0.5, 'UNI_republicans': 0.5, "TRIGRAM_still_wondering_n't": 0.5, 'TRIGRAM_summer_mornings_june': 0.5, 'BIGRAM_hated_republicans': 0.5, 'BIGRAM_kellyannepolls_still': 0.5, 'BIGRAM_beautiful_summer': 0.5, 'BIGRAM_rt_kellyannepolls': 0.5, 'UNI_rt': 0.5, 'TRIGRAM_mornings_june_hated': 0.5, 'TRIGRAM_baseball_beautiful_summer': 0.5, 'TRIGRAM_june_hated_republicans': 0.5, 'UNI_https': 0.5, 'BIGRAM_hate_baseball': 0.5, 'TRIGRAM_hate_baseball_beautiful': 0.5, "TRIGRAM_wondering_n't_hate": 0.5, 'BIGRAM_summer_mornings': 0.5, "UNI_n't": 0.5, 'UNI_hate': 0.5, 'UNI_still': 0.5, 'BIGRAM_baseball_beautiful': 0.5, 'TRIGRAM_kellyannepolls_still_wondering': 0.5, "BIGRAM_n't_hate": 0.5, 'UNI_wondering': 0.5}
negative  	{'UNI_killed': 0.5, 'TRIGRAM_t2gunner_kellyanneconway_shot': 0.5, 'UNI_would': 0.5, 'TRIGRAM_1/2_twitter_would': 0.5, 'UNI_applause': 0.5, 'TRIGRAM_kellyanneconway_shot_amp': 0.5, 'UNI_amp': 0.5, 'UNI_1/2': 0.5, 'BIGRAM_twitter_would': 0.5, 'BIGRAM_rt_t2gunner': 0.5, 'BIGRAM_killed_tomorrow': 0.5, 'UNI_tomorrow': 0.5, 'UNI_twitter': 0.5, 'TRIGRAM_amp_killed_tomorrow': 0.5, 'UNI_shot': 0.5, 'TRIGRAM_would_explode_applause': 0.5, 'UNI_t2gunner': 0.5, 'TRIGRAM_twitter_would_explode': 0.5, 'BIGRAM_1/2_twitter': 0.5, 'UNI_rt': 0.5, 'TRIGRAM_shot_amp_killed': 0.5, 'BIGRAM_shot_amp': 0.5, 'TRIGRAM_tomorrow_1/2_twitter': 0.5, 'TRIGRAM_killed_tomorrow_1/2': 0.5, 'TRIGRAM_rt_t2gunner_kellyanneconway': 0.5, 'BIGRAM_t2gunner_kellyanneconway': 0.5, 'UNI_explode': 0.5, 'BIGRAM_kellyanneconway_shot': 0.5, 'BIGRAM_amp_killed': 0.5, 'BIGRAM_tomorrow_1/2': 0.5, 'UNI_kellyanneconway': 0.5, 'BIGRAM_explode_applause': 0.5, 'BIGRAM_would_explode': 0.5}
negative  	{}
negative  	{'UNI_hate': 0.5, 'UNI_comes': 0.5, 'BIGRAM_comes_hate': 0.5}
negative  	{}
negative  	{'UNI_https': 0.5}
negative  	{'UNI_update..': 0.5, 'UNI_rt': 0.5, 'BIGRAM_rt_amandalyndiaz': 0.5, 'UNI_like': 0.5, 'TRIGRAM_hate_new_twitter': 0.5, 'UNI_new': 0.5, 'TRIGRAM_like_want_able': 0.5, 'UNI_want': 0.5, 'BIGRAM_new_twitter': 0.5, 'TRIGRAM_new_twitter_update..': 0.5, 'BIGRAM_update.._like': 0.5, 'UNI_able': 0.5, 'BIGRAM_edit_tweets😫': 0.5, 'BIGRAM_hate_new': 0.5, 'BIGRAM_amandalyndiaz_hate': 0.5, 'BIGRAM_able_edit': 0.5, 'UNI_edit': 0.5, 'TRIGRAM_able_edit_tweets😫': 0.5, 'TRIGRAM_twitter_update.._like': 0.5, 'UNI_amandalyndiaz': 0.5, 'UNI_twitter': 0.5, 'TRIGRAM_rt_amandalyndiaz_hate': 0.5, 'BIGRAM_want_able': 0.5, 'UNI_hate': 0.5, 'TRIGRAM_update.._like_want': 0.5, 'BIGRAM_like_want': 0.5, 'TRIGRAM_want_able_edit': 0.5, 'BIGRAM_twitter_update..': 0.5, 'UNI_tweets😫': 0.5, 'TRIGRAM_amandalyndiaz_hate_new': 0.5}
negative  	{'TRIGRAM_know_smug_li…': 0.5, 'TRIGRAM_kids_assholes_cant': 0.5, 'UNI_like': 0.5, 'BIGRAM_rt_sodamntrue': 0.5, 'BIGRAM_hate_kids': 0.5, 'UNI_kids': 0.5, "TRIGRAM_anything_cause_'re": 0.5, 'BIGRAM_kids_assholes': 0.5, "BIGRAM_cause_'re": 0.5, 'UNI_cant': 0.5, 'TRIGRAM_even_punch_anything': 0.5, "UNI_'re": 0.5, 'UNI_li…': 0.5, 'UNI_even': 0.5, 'BIGRAM_even_punch': 0.5, 'TRIGRAM_sodamntrue_hate_kids': 0.5, 'BIGRAM_assholes_cant': 0.5, 'UNI_smug': 0.5, 'UNI_know': 0.5, 'UNI_cause': 0.5, 'TRIGRAM_hate_kids_assholes': 0.5, 'UNI_sodamntrue': 0.5, 'BIGRAM_cant_even': 0.5, 'TRIGRAM_cant_even_punch': 0.5, 'TRIGRAM_assholes_cant_even': 0.5, 'UNI_assholes': 0.5, 'UNI_rt': 0.5, "TRIGRAM_'re_like_9": 0.5, 'TRIGRAM_9_know_smug': 0.5, 'BIGRAM_9_know': 0.5, 'BIGRAM_smug_li…': 0.5, 'BIGRAM_anything_cause': 0.5, 'UNI_9': 0.5, 'TRIGRAM_like_9_know': 0.5, 'TRIGRAM_punch_anything_cause': 0.5, 'BIGRAM_punch_anything': 0.5, 'UNI_anything': 0.5, "TRIGRAM_cause_'re_like": 0.5, 'UNI_punch': 0.5, 'TRIGRAM_rt_sodamntrue_hate': 0.5, 'BIGRAM_know_smug': 0.5, 'BIGRAM_like_9': 0.5, 'UNI_hate': 0.5, 'BIGRAM_sodamntrue_hate': 0.5, "BIGRAM_'re_like": 0.5}
negative  	{"BIGRAM_n't_even": 0.5, 'UNI_//t.co/jhfvsl9w6p': 0.5, 'UNI_outside': 0.5, 'BIGRAM_rt_youngrobstone': 0.5, 'BIGRAM_https_//t.co/jhfvsl9w6p': 0.5, 'TRIGRAM_get_https_//t.co/jhfvsl9w6p': 0.5, 'TRIGRAM_even_get_https': 0.5, "TRIGRAM_club_ca_n't": 0.5, 'UNI_even': 0.5, 'UNI_get': 0.5, 'TRIGRAM_hate_outside_club': 0.5, 'BIGRAM_gon_hate': 0.5, "BIGRAM_ca_n't": 0.5, 'BIGRAM_even_get': 0.5, 'TRIGRAM_rt_youngrobstone_gon': 0.5, 'UNI_club': 0.5, 'BIGRAM_outside_club': 0.5, 'BIGRAM_club_ca': 0.5, 'UNI_youngrobstone': 0.5, "TRIGRAM_n't_even_get": 0.5, 'TRIGRAM_outside_club_ca': 0.5, 'TRIGRAM_youngrobstone_gon_hate': 0.5, 'UNI_rt': 0.5, "TRIGRAM_ca_n't_even": 0.5, 'BIGRAM_hate_outside': 0.5, 'TRIGRAM_gon_hate_outside': 0.5, 'UNI_https': 0.5, 'UNI_gon': 0.5, 'UNI_ca': 0.5, 'BIGRAM_youngrobstone_gon': 0.5, "UNI_n't": 0.5, 'UNI_hate': 0.5, 'BIGRAM_get_https': 0.5}
negative  	{'UNI_//t.co/qhuthuljd5': 0.5, 'BIGRAM_hate_ya': 0.5, 'UNI_rt': 0.5, 'UNI_https': 0.5, 'TRIGRAM_rt_gonzalezlouu_fucking': 0.5, "TRIGRAM_'ll_https_//t.co/qhuthuljd5": 0.5, 'UNI_fucking': 0.5, "BIGRAM_'ll_https": 0.5, "UNI_'ll": 0.5, 'BIGRAM_rt_gonzalezlouu': 0.5, 'BIGRAM_gonzalezlouu_fucking': 0.5, 'UNI_ya': 0.5, "TRIGRAM_hate_ya_'ll": 0.5, "TRIGRAM_ya_'ll_https": 0.5, 'TRIGRAM_gonzalezlouu_fucking_hate': 0.5, 'BIGRAM_https_//t.co/qhuthuljd5': 0.5, 'UNI_hate': 0.5, 'BIGRAM_fucking_hate': 0.5, "BIGRAM_ya_'ll": 0.5, 'UNI_gonzalezlouu': 0.5, 'TRIGRAM_fucking_hate_ya': 0.5}
negative  	{'UNI_//t.co/6763ffxcfi': 0.5, 'UNI_buhh': 0.5, 'TRIGRAM_still_hate_ya': 0.5, 'BIGRAM_friend.._buhh': 0.5, 'TRIGRAM_ya_https_//t.co/6763ffxcfi': 0.5, 'UNI_friend..': 0.5, 'BIGRAM_still_hate': 0.5, 'UNI_https': 0.5, 'BIGRAM_hate_ya': 0.5, 'TRIGRAM_hate_ya_https': 0.5, 'UNI_ya': 0.5, 'TRIGRAM_buhh_imma_still': 0.5, 'UNI_still': 0.5, 'BIGRAM_buhh_imma': 0.5, 'TRIGRAM_friend.._buhh_imma': 0.5, 'UNI_hate': 0.5, 'BIGRAM_imma_still': 0.5, 'TRIGRAM_imma_still_hate': 0.5, 'UNI_imma': 0.5, 'BIGRAM_https_//t.co/6763ffxcfi': 0.5, 'BIGRAM_ya_https': 0.5}
